Image name,Position,Region type,ID,Area [pixels],Perimeter [pixels],Eccentricity,Orientation [radians],Solidity,Extent,Major Axis Length [pixels],Minor Axis Length [pixels],Equivalent Diameter [pixels]
2024-05-22_17-18-03-827_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2s.bmp,bottom_right,void,11,85.0,46.284,0.97,-0.525,0.859,0.327,22.128,5.345,10.403
2024-05-22_17-18-03-827_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2s.bmp,bottom_right,void,12,446.0,85.255,0.656,0.759,0.959,0.612,28.749,21.708,23.83
2024-05-22_17-18-03-827_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2s.bmp,bottom_right,void,13,390.0,92.184,0.894,-1.406,0.915,0.555,35.51,15.939,22.284
2024-05-22_17-18-03-827_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2s.bmp,bottom_right,void,14,166.0,74.385,0.981,0.14,0.865,0.498,34.946,6.823,14.538
2024-05-22_17-18-03-827_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2s.bmp,bottom_right,void,15,239.0,78.805,0.939,-1.09,0.882,0.406,31.968,10.996,17.444
2024-05-22_17-18-03-827_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2s.bmp,bottom_right,void,16,249.0,90.32,0.968,0.151,0.874,0.467,38.264,9.623,17.806
2024-05-22_17-18-03-827_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2s.bmp,bottom_right,void,17,19.0,15.828,0.955,-0.221,0.792,0.528,9.681,2.883,4.918
2024-05-22_17-18-03-827_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2s.bmp,bottom_right,void,18,640.0,108.569,0.753,-1.404,0.943,0.571,37.242,24.522,28.546
2024-05-22_17-18-03-827_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2s.bmp,bottom_right,void,19,573.0,110.326,0.885,-1.156,0.929,0.518,41.956,19.532,27.01
2024-05-22_17-18-03-827_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2s.bmp,bottom_right,void,20,295.0,81.841,0.904,0.623,0.905,0.462,31.678,13.523,19.381
2024-05-22_17-18-03-827_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2s.bmp,bottom_right,void,21,463.0,95.841,0.822,0.62,0.93,0.536,34.379,19.578,24.28
2024-05-22_17-18-03-827_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2s.bmp,bottom_right,void,22,388.0,81.355,0.798,0.909,0.946,0.622,29.931,18.04,22.226
2024-05-22_17-18-03-827_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2s.bmp,bottom_right,void,23,586.0,110.326,0.883,-1.167,0.939,0.529,42.178,19.772,27.315
2024-05-22_17-18-03-827_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2s.bmp,bottom_right,void,24,362.0,77.355,0.593,-0.167,0.945,0.633,25.121,20.222,21.469
2024-05-22_17-18-03-827_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2s.bmp,bottom_right,void,25,9.0,7.0,0.981,-0.197,0.818,0.643,7.303,1.405,3.385
2024-05-22_17-18-03-827_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2s.bmp,bottom_right,void,26,25.0,23.414,0.993,-0.151,0.714,0.417,17.124,2.084,5.642
2024-05-22_17-18-03-827_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2s.bmp,bottom_right,void,27,7.0,6.621,0.977,-0.62,0.7,0.35,6.802,1.437,2.985
2024-05-22_17-18-03-827_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2s.bmp,bottom_right,void,28,334.0,81.598,0.876,1.156,0.933,0.539,31.338,15.105,20.622
2024-05-22_17-18-03-827_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2s.bmp,bottom_right,void,29,348.0,77.113,0.794,1.487,0.946,0.667,28.14,17.114,21.05
2024-05-22_17-18-03-827_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2s.bmp,bottom_right,void,30,397.0,84.426,0.78,0.708,0.945,0.566,30.015,18.799,22.483
2024-05-22_17-18-03-827_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2s.bmp,bottom_right,void,31,359.0,79.355,0.506,-0.119,0.932,0.6,24.56,21.19,21.38
2024-05-22_17-18-03-827_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2s.bmp,bottom_right,void,32,32.0,24.864,0.984,-0.41,0.8,0.327,15.544,2.771,6.383
2024-05-22_17-18-03-827_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2s.bmp,bottom_right,void,33,301.0,82.533,0.91,0.958,0.926,0.405,32.573,13.476,19.577
2024-05-22_17-18-03-827_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2s.bmp,bottom_right,void,34,338.0,76.426,0.73,-0.603,0.942,0.565,26.554,18.137,20.745
2024-05-22_17-18-03-827_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2s.bmp,bottom_right,void,35,352.0,78.77,0.66,-0.085,0.934,0.599,26.003,19.534,21.17
2024-05-22_17-18-03-827_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2s.bmp,bottom_right,void,36,484.0,96.912,0.8,0.985,0.936,0.527,34.1,20.477,24.824
2024-05-22_17-18-03-827_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2s.bmp,bottom_right,void,37,19.0,18.414,0.994,0.567,0.704,0.198,15.184,1.63,4.918
2024-05-22_17-18-03-827_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2s.bmp,bottom_right,void,38,179.0,59.113,0.884,1.381,0.937,0.574,23.382,10.918,15.097
2024-05-22_17-18-03-827_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2s.bmp,bottom_right,void,39,73.0,37.006,0.93,-1.194,0.869,0.406,17.016,6.241,9.641
2024-05-22_17-18-03-827_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2s.bmp,bottom_right,void,40,83.0,44.349,0.958,1.423,0.856,0.565,20.256,5.831,10.28
2024-05-22_17-18-03-827_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2s.bmp,bottom_right,void,41,199.0,60.906,0.848,1.428,0.926,0.589,23.224,12.305,15.918
2024-05-22_17-18-03-827_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2s.bmp,bottom_right,void,42,129.0,54.042,0.941,1.257,0.908,0.489,23.116,7.808,12.816
2024-05-22_17-18-03-827_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2s.bmp,bottom_right,void,43,5.0,4.414,0.974,0.955,0.833,0.417,4.933,1.123,2.523
2024-05-22_17-18-03-827_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2s.bmp,bottom_right,void,44,76.0,37.971,0.937,-1.206,0.874,0.497,17.341,6.036,9.837
2024-05-22_17-18-03-827_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2s.bmp,bottom_right,void,45,1.0,0.0,0.0,-0.785,1.0,1.0,0.0,0.0,1.128
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,top_left,part,0,39366.0,4039.809,0.123,-0.983,0.77,0.728,278.42,276.3,223.88
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,top_left,void,1,72.0,34.556,0.8,-1.342,0.857,0.571,13.095,7.86,9.575
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,top_left,void,2,85.0,42.728,0.948,-1.365,0.859,0.531,19.283,6.157,10.403
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,top_left,void,3,194.0,71.32,0.958,-1.327,0.882,0.452,30.902,8.9,15.717
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,top_left,void,4,197.0,63.42,0.89,-1.507,0.904,0.561,24.933,11.367,15.838
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,top_left,void,5,155.0,53.491,0.881,0.964,0.923,0.51,21.451,10.148,14.048
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,top_left,void,6,173.0,69.698,0.955,-1.309,0.874,0.416,29.232,8.629,14.842
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,top_left,void,7,343.0,74.184,0.163,-0.969,0.948,0.648,22.05,21.755,20.898
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,top_left,void,8,357.0,76.184,0.492,1.152,0.949,0.621,24.044,20.934,21.32
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,top_left,void,9,341.0,78.941,0.718,0.196,0.939,0.58,26.517,18.45,20.837
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,top_left,void,10,285.0,79.497,0.912,-0.846,0.925,0.422,31.346,12.874,19.049
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,top_left,void,11,454.0,88.083,0.665,0.951,0.94,0.58,29.183,21.796,24.043
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,top_left,void,12,345.0,88.77,0.907,-1.339,0.92,0.532,34.483,14.488,20.959
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,top_left,void,13,360.0,99.805,0.948,0.17,0.896,0.5,41.007,13.014,21.409
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,top_left,void,14,240.0,84.491,0.969,0.156,0.879,0.45,37.268,9.255,17.481
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,top_left,void,15,141.0,61.148,0.957,-0.962,0.87,0.346,26.603,7.678,13.399
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,top_left,void,16,579.0,101.497,0.766,-1.314,0.952,0.602,35.718,22.963,27.152
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,top_left,void,17,592.0,112.326,0.889,-1.21,0.931,0.53,42.892,19.671,27.455
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,top_left,void,18,239.0,69.698,0.898,0.538,0.941,0.531,27.914,12.287,17.444
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,top_left,void,19,595.0,112.083,0.89,-1.203,0.936,0.545,43.132,19.625,27.524
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,top_left,void,20,179.0,61.213,0.908,-0.089,0.918,0.651,24.461,10.274,15.097
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,top_left,void,21,351.0,77.355,0.754,0.878,0.946,0.609,27.395,17.992,21.14
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,top_left,void,22,430.0,83.598,0.425,0.345,0.949,0.637,25.906,23.444,23.399
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,top_left,void,23,371.0,82.527,0.809,0.458,0.961,0.609,30.167,17.719,21.734
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,top_left,void,24,323.0,79.598,0.861,1.153,0.931,0.53,29.937,15.21,20.279
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,top_left,void,25,356.0,78.184,0.785,1.434,0.944,0.625,28.254,17.49,21.29
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,top_left,void,26,92.0,39.521,0.807,0.05,0.893,0.613,14.779,8.732,10.823
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,top_left,void,27,452.0,88.426,0.556,0.568,0.94,0.598,28.169,23.406,23.99
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,top_left,void,28,338.0,78.527,0.782,0.516,0.955,0.591,27.883,17.394,20.745
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,top_left,void,29,118.0,51.456,0.923,-0.238,0.868,0.488,20.935,8.044,12.257
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,top_left,void,30,384.0,79.012,0.621,-0.383,0.953,0.623,26.293,20.601,22.112
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,top_left,void,31,435.0,88.083,0.664,0.324,0.938,0.604,28.914,21.621,23.534
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,top_left,void,32,296.0,80.326,0.907,0.929,0.922,0.408,32.058,13.504,19.413
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,top_left,void,33,475.0,95.255,0.795,0.879,0.935,0.547,33.621,20.405,24.592
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,top_left,void,34,212.0,63.113,0.869,1.302,0.926,0.582,24.861,12.286,16.429
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,top_left,void,35,138.0,50.835,0.846,-1.311,0.896,0.548,19.166,10.226,13.255
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,top_left,void,36,98.0,46.971,0.944,1.471,0.916,0.636,20.386,6.71,11.17
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,top_left,void,37,245.0,67.698,0.826,1.294,0.942,0.605,24.95,14.045,17.662
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,top_left,void,38,176.0,63.355,0.935,1.2,0.917,0.466,26.471,9.408,14.97
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,top_left,void,39,147.0,50.456,0.834,-1.309,0.907,0.538,19.347,10.672,13.681
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,top_left,void,40,10.0,9.207,0.976,0.886,0.769,0.333,7.631,1.651,3.568
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,top_left,void,41,28.0,22.621,0.983,1.356,0.8,0.5,14.282,2.585,5.971
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,bottom_left,part,0,38855.0,4188.159,0.099,-0.859,0.756,0.686,279.832,278.444,222.422
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,bottom_left,void,1,143.0,49.213,0.722,1.284,0.953,0.627,17.257,11.947,13.493
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,bottom_left,void,2,125.0,51.592,0.927,-1.337,0.88,0.543,21.894,8.228,12.616
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,bottom_left,void,3,319.0,82.598,0.894,-1.41,0.919,0.554,32.252,14.425,20.153
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,bottom_left,void,4,252.0,71.456,0.849,-1.475,0.913,0.562,26.311,13.92,17.912
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,bottom_left,void,5,196.0,60.284,0.84,0.841,0.907,0.516,22.811,12.38,15.797
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,bottom_left,void,6,59.0,37.042,0.972,0.806,0.868,0.303,18.375,4.307,8.667
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,bottom_left,void,7,245.0,76.32,0.933,-1.418,0.907,0.538,31.552,11.318,17.662
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,bottom_left,void,8,386.0,79.598,0.388,0.0,0.944,0.619,24.527,22.604,22.169
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,bottom_left,void,9,401.0,81.255,0.503,0.738,0.948,0.617,25.511,22.054,22.596
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,bottom_left,void,10,341.0,85.533,0.88,-0.901,0.919,0.437,32.214,15.277,20.837
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,bottom_left,void,11,42.0,28.556,0.973,0.527,0.824,0.333,15.722,3.621,7.313
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,bottom_left,void,12,369.0,83.355,0.763,0.083,0.927,0.586,28.754,18.578,21.675
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,bottom_left,void,13,488.0,89.497,0.622,0.908,0.953,0.601,29.463,23.066,24.927
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,bottom_left,void,14,389.0,92.012,0.893,-1.393,0.926,0.539,35.274,15.906,22.255
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,bottom_left,void,15,195.0,70.391,0.938,-1.037,0.899,0.387,28.551,9.909,15.757
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,bottom_left,void,16,370.0,104.012,0.95,0.127,0.898,0.492,41.91,13.027,21.705
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,bottom_left,void,17,257.0,88.663,0.969,0.103,0.883,0.522,38.4,9.529,18.089
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,bottom_left,void,18,639.0,105.74,0.739,-1.389,0.954,0.607,36.725,24.73,28.524
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,bottom_left,void,19,628.0,113.74,0.886,-1.195,0.943,0.541,43.916,20.347,28.277
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,bottom_left,void,20,243.0,75.941,0.923,0.505,0.924,0.466,30.278,11.615,17.59
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,bottom_left,void,21,372.0,85.977,0.852,0.491,0.932,0.528,32.14,16.832,21.763
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,bottom_left,void,22,370.0,79.598,0.79,0.822,0.934,0.592,29.01,17.794,21.705
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,bottom_left,void,23,170.0,60.006,0.922,-0.19,0.895,0.618,24.609,9.525,14.712
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,bottom_left,void,24,630.0,116.569,0.89,-1.222,0.932,0.519,44.61,20.313,28.322
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,bottom_left,void,25,435.0,84.426,0.36,-0.242,0.944,0.62,25.676,23.95,23.534
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,bottom_left,void,26,328.0,83.012,0.883,1.115,0.929,0.504,31.527,14.81,20.436
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,bottom_left,void,27,377.0,82.184,0.8,1.423,0.931,0.608,29.568,17.744,21.909
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,bottom_left,void,28,82.0,37.728,0.806,-0.089,0.872,0.586,14.095,8.347,10.218
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,bottom_left,void,29,322.0,79.012,0.832,0.571,0.931,0.519,28.651,15.903,20.248
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,bottom_left,void,30,440.0,87.012,0.407,0.702,0.942,0.604,26.465,24.179,23.669
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,bottom_left,void,31,106.0,47.042,0.925,-0.328,0.883,0.459,19.944,7.599,11.617
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,bottom_left,void,32,290.0,80.326,0.918,0.911,0.909,0.4,32.753,12.995,19.216
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,bottom_left,void,33,379.0,79.255,0.64,-0.555,0.948,0.585,26.399,20.282,21.967
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,bottom_left,void,34,446.0,92.912,0.82,0.893,0.937,0.516,33.57,19.202,23.83
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,bottom_left,void,35,424.0,85.255,0.572,0.267,0.936,0.585,27.37,22.458,23.235
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,bottom_left,void,36,193.0,60.87,0.899,1.335,0.932,0.596,24.867,10.881,15.676
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,bottom_left,void,37,84.0,43.349,0.954,1.403,0.866,0.571,19.926,5.954,10.342
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,bottom_left,void,38,107.0,46.213,0.91,-1.297,0.899,0.535,19.08,7.916,11.672
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,bottom_left,void,39,208.0,63.113,0.871,1.341,0.92,0.571,24.637,12.088,16.274
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,bottom_left,void,40,136.0,57.87,0.953,1.236,0.895,0.436,24.956,7.541,13.159
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,bottom_left,void,41,108.0,45.799,0.901,-1.341,0.885,0.568,18.59,8.063,11.726
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,bottom_left,void,42,6.0,4.414,0.991,1.315,0.75,0.5,7.058,0.926,2.764
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,top_right,part,0,38971.0,4130.904,0.279,0.851,0.762,0.685,281.858,270.645,222.754
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,top_right,void,1,77.0,34.692,0.829,1.434,0.906,0.688,14.038,7.856,9.901
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,top_right,void,2,84.0,39.935,0.917,-1.437,0.866,0.583,17.448,6.97,10.342
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,top_right,void,3,259.0,82.148,0.948,-1.407,0.893,0.487,34.207,10.842,18.16
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,top_right,void,4,184.0,60.006,0.88,1.528,0.911,0.566,23.823,11.295,15.306
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,top_right,void,5,103.0,45.456,0.928,0.83,0.896,0.429,19.848,7.383,11.452
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,top_right,void,6,198.0,75.249,0.956,-1.41,0.88,0.485,31.476,9.197,15.878
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,top_right,void,7,331.0,73.598,0.425,0.713,0.935,0.6,22.741,20.583,20.529
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,top_right,void,8,367.0,77.598,0.618,0.982,0.953,0.612,25.575,20.112,21.617
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,top_right,void,9,363.0,91.154,0.902,-0.956,0.917,0.423,35.04,15.147,21.499
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,top_right,void,10,279.0,74.113,0.81,0.243,0.915,0.554,26.354,15.45,18.848
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,top_right,void,11,425.0,84.912,0.695,0.821,0.955,0.562,28.801,20.703,23.262
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,top_right,void,12,375.0,93.598,0.914,-1.405,0.912,0.534,36.749,14.928,21.851
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,top_right,void,13,27.0,23.243,0.99,-0.481,0.711,0.241,16.122,2.231,5.863
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,top_right,void,14,200.0,73.77,0.955,-1.056,0.889,0.37,31.22,9.227,15.958
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,top_right,void,15,242.0,85.077,0.966,0.159,0.89,0.504,36.977,9.498,17.553
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,top_right,void,16,158.0,75.042,0.981,0.139,0.84,0.502,33.587,6.585,14.184
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,top_right,void,17,637.0,108.326,0.766,-1.405,0.941,0.59,37.75,24.272,28.479
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,top_right,void,18,610.0,113.74,0.88,-1.194,0.934,0.525,43.025,20.423,27.869
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,top_right,void,19,312.0,82.255,0.883,0.619,0.92,0.506,31.008,14.559,19.931
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,top_right,void,20,463.0,93.012,0.767,0.596,0.947,0.594,32.307,20.746,24.28
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,top_right,void,21,392.0,80.77,0.755,0.893,0.954,0.627,28.83,18.915,22.341
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,top_right,void,22,610.0,114.326,0.883,-1.249,0.93,0.533,43.288,20.301,27.869
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,top_right,void,23,380.0,78.527,0.562,0.156,0.948,0.664,25.443,21.051,21.996
2024-05-22_17-09-23-718_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2g.bmp,top_right,void,24,22.0,17.036,0.979,-0.075,0.815,0.611,12.062,2.446,5.293
